receipt_number,payment_amount,payment_date,payment_method,contract_number
17258,1068.76,2023-10-15,Bank Transfer,17258
17259,2900.32,2022-11-25,PayPal,17259
17260,1150.61,2022-12-12,Credit Card,17260
17261,2044.18,2021-12-01,Cash,17261
17262,2116.56,2021-11-01,PayPal,17262
17263,2679.4,2021-03-28,Credit Card,17263
17264,1956.11,2021-02-17,Cash,17264
17265,2948.15,2021-04-30,Bank Transfer,17265
17266,386.14,2022-01-06,Credit Card,17266
17267,274.76,2023-07-31,PayPal,17267
17268,2722.48,2020-09-14,Credit Card,17268
17269,197.49,2021-01-31,Cash,17269
17270,1638.42,2023-07-13,Credit Card,17270
17271,2881.95,2020-03-20,Cash,17271
17272,2296.28,2022-11-20,Cash,17272
17273,138.26,2020-09-11,PayPal,17273
17274,2114.6,2023-06-27,Bank Transfer,17274
17275,2595.17,2020-02-06,PayPal,17275
17276,2208.34,2022-09-15,Cash,17276
17277,2650.33,2021-07-16,Bank Transfer,17277
17278,2106.09,2020-02-04,Credit Card,17278
17279,1650.96,2020-04-16,Cash,17279
17280,2299.14,2022-05-22,Credit Card,17280
17281,105.39,2023-10-11,Bank Transfer,17281
17282,2375.5,2020-07-23,PayPal,17282
17283,385.36,2020-05-30,Credit Card,17283
17284,2859.48,2021-12-28,Cash,17284
17285,766.74,2020-10-07,Cash,17285
17286,2517.19,2021-11-24,Bank Transfer,17286
17287,1590.25,2023-08-04,Credit Card,17287
17288,1853.53,2021-05-17,Credit Card,17288
17289,1350.7,2020-08-26,Credit Card,17289
17290,445.16,2023-08-11,Bank Transfer,17290
17291,299.96,2022-01-28,Cash,17291
17292,2994.01,2023-01-15,Credit Card,17292
17293,1527.96,2022-11-12,Bank Transfer,17293
17294,1576.75,2021-05-26,Cash,17294
17295,1718.65,2023-03-12,Cash,17295
17296,2807.01,2023-03-24,Credit Card,17296
17297,1392.86,2022-07-31,Credit Card,17297
17298,1091.74,2022-01-17,Cash,17298
17299,422.2,2022-05-05,Credit Card,17299
17300,1908.54,2020-10-14,Bank Transfer,17300
17301,2960.17,2020-11-09,PayPal,17301
17302,1499.13,2022-01-30,PayPal,17302
17303,2184.56,2021-09-15,Credit Card,17303
17304,893.55,2021-11-08,Bank Transfer,17304
17305,1079.32,2020-05-19,PayPal,17305
17306,1237.27,2023-10-24,Bank Transfer,17306
17307,2219.44,2021-04-24,Cash,17307
17308,1759.25,2021-08-21,Credit Card,17308
17309,2529.55,2020-05-21,Cash,17309
17310,1503.9,2022-07-12,Bank Transfer,17310
17311,430.59,2020-12-23,Cash,17311
17312,2366.96,2022-01-20,Bank Transfer,17312
17313,1073.04,2021-05-03,PayPal,17313
17314,366.64,2020-07-17,PayPal,17314
17315,1656.32,2021-11-04,Bank Transfer,17315
17316,1434.88,2023-11-04,PayPal,17316
17317,1383.3,2023-02-18,Credit Card,17317
17318,1311.01,2022-03-05,Bank Transfer,17318
17319,1870.36,2021-10-02,Cash,17319
17320,802.06,2021-09-12,Bank Transfer,17320
17321,2941.69,2023-01-07,PayPal,17321
17322,315.4,2022-08-02,Credit Card,17322
17323,1923.98,2023-07-28,Cash,17323
17324,2403.63,2023-03-02,Bank Transfer,17324
17325,419.7,2021-10-03,PayPal,17325
17326,1399.01,2022-07-15,Cash,17326
17327,2932.58,2020-11-12,PayPal,17327
17328,1595.1,2023-09-22,PayPal,17328
17329,760.0,2022-10-11,PayPal,17329
17330,2604.17,2023-01-09,Cash,17330
17331,837.81,2021-05-23,Bank Transfer,17331
17332,1793.32,2023-06-26,Credit Card,17332
17333,2338.51,2022-10-03,Cash,17333
17334,100.92,2022-02-16,Credit Card,17334
17335,1446.95,2021-05-30,Cash,17335
17336,844.05,2020-01-07,PayPal,17336
17337,355.06,2020-12-22,Credit Card,17337
17338,989.01,2021-10-27,Cash,17338
17339,1151.44,2021-03-01,Cash,17339
17340,2545.34,2023-02-27,PayPal,17340
17341,1191.49,2020-08-26,Bank Transfer,17341
17342,2101.88,2022-08-23,PayPal,17342
17343,2098.15,2023-12-23,Bank Transfer,17343
17344,1490.48,2023-10-15,Bank Transfer,17344
17345,1418.24,2021-04-18,Cash,17345
17346,1379.21,2022-08-13,Bank Transfer,17346
17347,1226.23,2022-03-27,PayPal,17347
17348,1887.39,2020-01-18,Cash,17348
17349,2425.41,2023-08-14,Cash,17349
17350,899.45,2020-09-11,PayPal,17350
17351,2795.22,2021-08-11,PayPal,17351
17352,371.59,2022-07-20,Cash,17352
17353,2365.83,2021-06-14,PayPal,17353
17354,1782.58,2022-04-22,Bank Transfer,17354
17355,2104.61,2023-08-15,Credit Card,17355
17356,989.9,2022-03-22,Cash,17356
17357,1727.73,2020-03-31,Cash,17357
17358,811.54,2022-05-09,Cash,17358
17359,544.93,2020-02-25,Credit Card,17359
17360,2702.94,2023-01-30,Cash,17360
17361,1119.23,2020-03-07,PayPal,17361
17362,1270.36,2020-10-13,Credit Card,17362
17363,1535.42,2023-02-28,Bank Transfer,17363
17364,646.31,2023-06-30,Cash,17364
17365,1179.12,2021-03-09,Cash,17365
17366,2070.83,2023-02-18,Bank Transfer,17366
17367,1123.95,2021-06-14,Credit Card,17367
17368,2724.9,2021-05-22,PayPal,17368
17369,676.64,2022-04-06,PayPal,17369
17370,539.45,2023-12-16,Credit Card,17370
17371,683.66,2023-10-28,Cash,17371
17372,1951.17,2023-10-25,Bank Transfer,17372
17373,1615.88,2022-05-14,Credit Card,17373
17374,253.8,2023-06-26,Bank Transfer,17374
17375,2625.57,2023-02-20,PayPal,17375
17376,1411.08,2021-01-20,Credit Card,17376
17377,2923.55,2023-10-19,Credit Card,17377
17378,955.25,2023-07-21,Bank Transfer,17378
17379,495.31,2021-11-14,Credit Card,17379
17380,2196.09,2023-04-30,Cash,17380
17381,1050.16,2020-12-21,PayPal,17381
17382,1541.09,2022-04-17,Bank Transfer,17382
17383,2104.49,2021-01-05,Bank Transfer,17383
17384,1510.39,2023-10-29,Bank Transfer,17384
17385,1877.15,2020-06-09,PayPal,17385
17386,2910.66,2023-03-03,Credit Card,17386
17387,373.19,2023-10-03,Credit Card,17387
17388,1094.62,2022-03-02,Credit Card,17388
17389,2576.17,2022-12-19,Credit Card,17389
17390,462.29,2021-01-05,Bank Transfer,17390
17391,2382.35,2021-01-21,Cash,17391
17392,1372.15,2020-07-03,Credit Card,17392
17393,2721.75,2023-09-17,PayPal,17393
17394,228.37,2021-12-28,Credit Card,17394
17395,2242.64,2022-08-05,Credit Card,17395
17396,416.84,2020-06-02,Cash,17396
17397,1069.24,2020-11-05,Bank Transfer,17397
17398,2859.92,2022-01-23,Credit Card,17398
17399,245.49,2022-05-12,Credit Card,17399
17400,1292.74,2022-01-22,Credit Card,17400
17401,438.8,2022-05-23,PayPal,17401
17402,2156.44,2023-09-26,Cash,17402
17403,1124.5,2023-02-15,PayPal,17403
17404,877.4,2021-09-20,Bank Transfer,17404
17405,2294.95,2020-08-26,Credit Card,17405
17406,2651.84,2020-06-15,Bank Transfer,17406
17407,2330.76,2022-01-14,Bank Transfer,17407
17408,552.39,2021-07-02,Cash,17408
17409,1587.35,2020-12-27,Credit Card,17409
17410,2957.2,2023-03-30,Credit Card,17410
17411,747.83,2021-05-24,Bank Transfer,17411
17412,267.65,2021-05-15,Bank Transfer,17412
17413,795.2,2022-02-26,Bank Transfer,17413
17414,1620.42,2020-12-14,PayPal,17414
17415,2111.8,2022-05-05,Bank Transfer,17415
17416,2957.75,2022-06-14,PayPal,17416
17417,2756.99,2020-07-10,Credit Card,17417
17418,1642.02,2021-11-04,Bank Transfer,17418
17419,2157.54,2020-11-04,Credit Card,17419
17420,1325.13,2021-04-28,Cash,17420
17421,2078.95,2020-10-21,Bank Transfer,17421
17422,2336.46,2023-04-24,PayPal,17422
17423,1056.01,2020-09-25,PayPal,17423
17424,519.13,2020-02-26,PayPal,17424
17425,1029.07,2021-12-04,Credit Card,17425
17426,1940.06,2023-09-28,PayPal,17426
17427,2767.83,2023-04-05,Cash,17427
17428,351.27,2023-06-16,Bank Transfer,17428
17429,410.79,2022-03-12,PayPal,17429
17430,891.09,2023-01-06,Cash,17430
17431,1540.64,2021-01-14,PayPal,17431
17432,1841.16,2023-10-05,Credit Card,17432
17433,830.88,2023-07-02,Bank Transfer,17433
17434,1962.2,2023-05-31,Credit Card,17434
17435,1708.32,2023-01-11,Credit Card,17435
17436,2539.78,2021-04-12,Credit Card,17436
17437,2269.75,2020-11-27,Credit Card,17437
17438,2759.12,2021-04-18,PayPal,17438
17439,436.4,2021-07-25,Bank Transfer,17439
17440,2712.49,2023-03-22,Cash,17440
17441,2678.9,2022-12-07,Bank Transfer,17441
17442,1678.9,2021-01-28,Cash,17442
17443,333.8,2021-11-16,Credit Card,17443
17444,1849.33,2022-08-31,Credit Card,17444
17445,1236.6,2020-06-12,Bank Transfer,17445
17446,2136.86,2021-10-14,Cash,17446
17447,2331.12,2022-12-15,Credit Card,17447
17448,475.44,2021-02-08,PayPal,17448
17449,966.83,2023-09-16,Credit Card,17449
17450,2580.64,2023-10-22,PayPal,17450
17451,2313.72,2020-07-28,Cash,17451
17452,1558.7,2020-11-03,Bank Transfer,17452
17453,910.57,2021-11-16,Cash,17453
17454,2976.92,2021-03-18,Cash,17454
17455,325.35,2020-12-18,Cash,17455
17456,1334.57,2020-07-19,Bank Transfer,17456
17457,2513.85,2023-07-14,PayPal,17457
17458,206.84,2020-09-05,Credit Card,17458
17459,2598.61,2023-09-15,PayPal,17459
17460,2804.82,2023-09-03,Bank Transfer,17460
17461,2158.61,2023-04-04,Credit Card,17461
17462,1004.85,2020-03-04,Bank Transfer,17462
17463,2720.37,2022-05-07,Cash,17463
17464,579.54,2020-10-19,Credit Card,17464
17465,1828.67,2023-10-13,Cash,17465
17466,313.91,2021-07-26,Credit Card,17466
17467,2018.5,2023-03-05,Cash,17467
17468,2304.48,2021-11-18,PayPal,17468
17469,1110.1,2023-02-20,Credit Card,17469
17470,575.97,2022-12-06,Bank Transfer,17470
17471,1931.0,2021-02-15,Credit Card,17471
17472,694.54,2020-09-12,Cash,17472
17473,853.69,2023-09-16,Bank Transfer,17473
17474,2113.47,2023-12-17,Cash,17474
17475,1938.01,2021-10-25,Bank Transfer,17475
17476,2564.82,2021-09-12,Bank Transfer,17476
17477,2672.85,2020-04-23,Credit Card,17477
17478,205.69,2021-09-27,Credit Card,17478
17479,1658.17,2021-05-20,Cash,17479
17480,1345.97,2022-08-27,Cash,17480
17481,2487.65,2020-03-31,Cash,17481
17482,465.66,2023-06-17,Credit Card,17482
17483,989.83,2020-07-03,Cash,17483
17484,2979.8,2020-08-11,Cash,17484
17485,1152.89,2020-09-08,Credit Card,17485
17486,2800.79,2023-03-14,Cash,17486
17487,2050.61,2021-07-01,Bank Transfer,17487
17488,2315.75,2020-02-02,Cash,17488
17489,195.21,2020-03-08,PayPal,17489
17490,2578.83,2021-09-21,Bank Transfer,17490
17491,342.14,2021-02-07,PayPal,17491
17492,1749.91,2020-11-25,PayPal,17492
17493,1995.14,2020-11-18,Credit Card,17493
17494,1161.37,2020-12-11,Cash,17494
17495,820.36,2022-08-12,PayPal,17495
17496,435.99,2023-11-21,Cash,17496
17497,2018.73,2021-07-02,Credit Card,17497
17498,1311.68,2022-02-07,Bank Transfer,17498
17499,622.88,2022-09-08,Credit Card,17499
17500,1432.62,2022-01-02,Credit Card,17500
17501,1808.77,2023-10-15,Bank Transfer,17501
17502,1593.39,2023-01-06,PayPal,17502
17503,409.39,2020-03-12,Bank Transfer,17503
17504,1383.32,2020-05-19,PayPal,17504
17505,1523.94,2022-10-03,Cash,17505
17506,2233.32,2023-12-24,Credit Card,17506
17507,2771.99,2022-01-09,Bank Transfer,17507
17508,2695.85,2022-04-09,Bank Transfer,17508
17509,2927.16,2022-08-10,Cash,17509
17510,763.94,2020-06-17,PayPal,17510
17511,1409.37,2022-05-11,PayPal,17511
17512,1346.36,2020-02-26,Credit Card,17512
17513,709.57,2020-03-14,Credit Card,17513
17514,2615.6,2023-12-29,Cash,17514
17515,2228.95,2020-09-24,Cash,17515
17516,1489.31,2021-04-11,Bank Transfer,17516
17517,2678.48,2021-10-28,Bank Transfer,17517
17518,2856.27,2023-12-28,Cash,17518
17519,652.34,2021-10-05,Credit Card,17519
17520,1958.83,2021-06-25,PayPal,17520
17521,748.33,2021-02-23,Credit Card,17521
17522,1102.14,2023-06-15,Bank Transfer,17522
17523,1149.83,2020-07-15,Bank Transfer,17523
17524,871.44,2022-10-18,Bank Transfer,17524
17525,902.43,2021-01-19,Bank Transfer,17525
17526,352.96,2021-03-27,Bank Transfer,17526
17527,2394.49,2022-09-25,PayPal,17527
17528,120.75,2021-03-09,Credit Card,17528
17529,2809.65,2021-11-18,PayPal,17529
17530,2196.22,2020-06-10,Cash,17530
17531,223.45,2023-12-05,Cash,17531
17532,1933.51,2021-10-19,Bank Transfer,17532
17533,2561.74,2020-04-23,PayPal,17533
17534,2664.64,2020-04-11,PayPal,17534
17535,922.76,2023-06-04,PayPal,17535
17536,787.3,2023-11-10,PayPal,17536
17537,2556.43,2022-03-24,Bank Transfer,17537
17538,1106.23,2023-07-27,Credit Card,17538
17539,1637.19,2021-07-23,Bank Transfer,17539
17540,2208.11,2021-06-29,Credit Card,17540
17541,2247.11,2023-08-07,Credit Card,17541
17542,2346.89,2021-05-26,PayPal,17542
17543,173.55,2021-06-12,Bank Transfer,17543
17544,2586.82,2023-11-01,PayPal,17544
17545,564.75,2023-04-18,Bank Transfer,17545
17546,2074.34,2021-09-10,PayPal,17546
17547,2795.76,2023-07-10,PayPal,17547
17548,566.99,2022-10-31,PayPal,17548
17549,2014.35,2023-07-20,PayPal,17549
17550,109.41,2022-06-12,Bank Transfer,17550
17551,1801.36,2023-02-27,Bank Transfer,17551
17552,1655.82,2022-10-03,Bank Transfer,17552
17553,1052.92,2020-01-09,Cash,17553
17554,997.87,2021-01-27,PayPal,17554
17555,1807.93,2022-01-30,Cash,17555
17556,2033.32,2023-11-03,Bank Transfer,17556
17557,1034.12,2021-07-13,Cash,17557
17558,1079.06,2020-10-24,Cash,17558
17559,2997.8,2021-04-19,Bank Transfer,17559
17560,1032.35,2022-04-11,Cash,17560
17561,1475.19,2023-10-08,Cash,17561
17562,1077.59,2020-08-24,PayPal,17562
17563,2880.43,2023-01-22,Bank Transfer,17563
17564,2329.85,2023-11-18,Credit Card,17564
17565,2277.86,2022-04-18,Credit Card,17565
17566,863.35,2020-05-31,Cash,17566
17567,288.4,2022-09-30,Cash,17567
17568,2166.23,2023-06-29,Credit Card,17568
17569,2123.02,2022-11-15,PayPal,17569
17570,1176.07,2021-01-27,Bank Transfer,17570
17571,684.54,2020-01-05,Cash,17571
17572,2633.69,2023-02-14,PayPal,17572
17573,1875.98,2021-04-25,Credit Card,17573
17574,126.12,2022-12-11,Bank Transfer,17574
17575,161.38,2021-05-05,PayPal,17575
17576,1420.2,2020-12-26,PayPal,17576
17577,802.03,2021-04-10,Cash,17577
17578,1539.23,2020-12-25,Credit Card,17578
17579,1845.93,2020-04-01,Cash,17579
17580,2335.64,2022-03-22,Cash,17580
17581,2778.22,2022-02-07,Cash,17581
17582,777.7,2022-11-22,Bank Transfer,17582
17583,2012.45,2020-09-05,PayPal,17583
17584,2371.77,2023-01-25,Bank Transfer,17584
17585,2004.79,2023-06-09,PayPal,17585
17586,2840.42,2021-12-10,Cash,17586
17587,2297.54,2022-10-29,Credit Card,17587
17588,1112.47,2022-11-06,Bank Transfer,17588
17589,1303.27,2022-11-22,Credit Card,17589
17590,2115.07,2022-01-31,Credit Card,17590
17591,2716.63,2023-10-15,Credit Card,17591
17592,1224.65,2023-12-15,PayPal,17592
17593,278.24,2021-09-04,PayPal,17593
17594,1958.29,2023-05-11,Bank Transfer,17594
17595,2127.08,2022-09-26,PayPal,17595
17596,1544.0,2020-11-17,Bank Transfer,17596
17597,1306.54,2021-09-02,Credit Card,17597
17598,259.5,2023-09-02,PayPal,17598
17599,243.46,2022-07-10,Credit Card,17599
17600,1310.8,2023-06-23,Bank Transfer,17600
17601,1673.93,2022-10-01,Credit Card,17601
17602,2086.72,2023-10-26,Credit Card,17602
17603,1832.09,2021-07-16,PayPal,17603
17604,2562.21,2022-04-21,Credit Card,17604
17605,1137.54,2020-05-29,PayPal,17605
17606,1506.52,2021-09-08,Cash,17606
17607,1312.41,2021-07-16,PayPal,17607
17608,2049.12,2021-05-24,Cash,17608
17609,2340.84,2023-05-31,Bank Transfer,17609
17610,2951.88,2021-12-18,PayPal,17610
17611,1892.56,2022-10-12,Credit Card,17611
17612,1616.28,2022-04-03,Credit Card,17612
17613,1646.3,2021-11-26,Bank Transfer,17613
17614,129.93,2022-11-11,Credit Card,17614
17615,1456.01,2022-11-07,Credit Card,17615
17616,1001.06,2021-11-12,Cash,17616
17617,356.22,2023-03-26,Bank Transfer,17617
17618,1928.57,2022-04-04,Credit Card,17618
17619,1038.38,2021-12-06,Bank Transfer,17619
17620,2628.61,2020-07-18,Credit Card,17620
17621,2010.47,2022-12-06,Bank Transfer,17621
17622,2129.94,2020-10-12,Bank Transfer,17622
17623,2964.09,2021-11-05,Credit Card,17623
17624,1207.36,2021-06-12,Bank Transfer,17624
17625,2105.14,2022-02-11,Bank Transfer,17625
17626,1144.33,2020-03-15,Cash,17626
17627,1429.97,2023-06-13,PayPal,17627
17628,2209.19,2023-06-29,Cash,17628
17629,1812.57,2023-07-04,Credit Card,17629
17630,2199.83,2021-04-15,Cash,17630
17631,451.05,2022-09-20,PayPal,17631
17632,840.47,2021-06-30,Credit Card,17632
17633,1109.12,2020-04-23,Cash,17633
17634,1206.13,2020-07-31,Bank Transfer,17634
17635,1154.22,2021-12-23,Cash,17635
17636,321.62,2023-03-23,Cash,17636
17637,2741.31,2022-11-05,Cash,17637
17638,834.22,2020-12-22,Bank Transfer,17638
17639,2239.65,2020-08-12,PayPal,17639
17640,2484.76,2022-10-29,PayPal,17640
17641,916.86,2021-11-01,PayPal,17641
17642,564.09,2022-09-04,Credit Card,17642
17643,1594.01,2023-05-24,Credit Card,17643
17644,617.37,2022-01-12,Cash,17644
17645,1692.75,2020-05-22,Credit Card,17645
17646,2044.07,2022-11-14,Cash,17646
17647,2851.6,2023-11-20,Bank Transfer,17647
17648,381.44,2020-06-22,Cash,17648
17649,824.22,2020-01-29,Bank Transfer,17649
17650,2520.79,2022-06-25,Bank Transfer,17650
17651,2238.92,2022-03-11,PayPal,17651
17652,1405.23,2020-11-23,Credit Card,17652
17653,843.24,2022-09-16,Bank Transfer,17653
17654,2505.08,2020-03-20,Bank Transfer,17654
17655,1876.95,2022-05-11,Credit Card,17655
17656,2474.03,2022-02-04,PayPal,17656
17657,1352.22,2020-04-06,Bank Transfer,17657
17658,373.78,2022-07-14,Bank Transfer,17658
17659,448.58,2020-07-28,Bank Transfer,17659
17660,1051.87,2023-09-25,Credit Card,17660
17661,2721.88,2020-07-14,Bank Transfer,17661
17662,2193.38,2023-03-05,Bank Transfer,17662
17663,1821.88,2020-01-23,PayPal,17663
17664,411.54,2023-02-11,Cash,17664
17665,140.98,2022-10-03,Cash,17665
17666,188.58,2023-12-19,Bank Transfer,17666
17667,216.52,2020-06-29,Cash,17667
17668,1845.29,2022-09-21,Bank Transfer,17668
17669,1972.42,2022-12-24,Bank Transfer,17669
17670,2468.73,2023-05-20,Credit Card,17670
17671,2894.84,2022-11-19,Cash,17671
17672,757.94,2021-11-03,Credit Card,17672
17673,2917.09,2023-08-02,Bank Transfer,17673
17674,2038.99,2020-07-14,Cash,17674
17675,550.51,2021-06-04,Cash,17675
17676,1349.72,2022-12-29,Credit Card,17676
17677,1648.82,2022-03-28,Credit Card,17677
17678,289.99,2023-04-10,Credit Card,17678
17679,936.08,2020-04-18,Credit Card,17679
17680,1440.89,2020-09-23,Credit Card,17680
17681,1947.91,2023-03-10,Credit Card,17681
17682,2573.67,2021-05-05,PayPal,17682
17683,843.85,2022-05-07,PayPal,17683
17684,176.5,2022-09-06,Credit Card,17684
17685,274.33,2020-01-19,Bank Transfer,17685
17686,1820.47,2022-05-02,Cash,17686
17687,2275.79,2023-08-30,Credit Card,17687
17688,2362.13,2021-09-08,PayPal,17688
17689,2209.33,2022-02-11,PayPal,17689
17690,138.68,2022-06-23,PayPal,17690
17691,842.6,2023-12-14,PayPal,17691
17692,2044.67,2023-07-28,Bank Transfer,17692
17693,899.99,2022-08-21,Credit Card,17693
17694,2491.03,2023-05-31,Credit Card,17694
17695,702.42,2020-09-26,Cash,17695
17696,2576.75,2020-03-20,Credit Card,17696
17697,1136.44,2021-01-16,Credit Card,17697
17698,2017.42,2023-10-27,PayPal,17698
17699,1125.09,2022-10-24,Bank Transfer,17699
17700,1413.87,2023-08-06,Bank Transfer,17700
17701,905.15,2022-02-25,Credit Card,17701
17702,256.15,2023-04-09,Bank Transfer,17702
17703,282.77,2021-10-27,Bank Transfer,17703
17704,2819.9,2023-06-17,Cash,17704
17705,971.07,2022-08-12,Cash,17705
17706,2574.21,2022-08-10,Bank Transfer,17706
17707,1764.54,2022-07-26,PayPal,17707
17708,518.02,2021-06-23,Cash,17708
17709,1397.62,2023-06-13,Cash,17709
17710,2290.28,2023-10-24,Cash,17710
17711,151.65,2020-05-12,Credit Card,17711
17712,1594.97,2021-01-12,Bank Transfer,17712
17713,2268.78,2023-12-23,Bank Transfer,17713
17714,418.09,2023-02-28,PayPal,17714
17715,997.9,2023-06-12,Credit Card,17715
17716,2649.02,2021-11-17,PayPal,17716
17717,222.6,2020-06-01,Credit Card,17717
17718,2168.83,2021-05-14,Bank Transfer,17718
17719,1387.7,2020-11-30,Cash,17719
17720,497.66,2022-04-10,Cash,17720
17721,1454.52,2023-08-17,Bank Transfer,17721
17722,2044.26,2022-04-09,Credit Card,17722
17723,1434.77,2023-05-10,Credit Card,17723
17724,216.95,2022-03-22,PayPal,17724
17725,2911.61,2022-01-04,Bank Transfer,17725
17726,662.99,2023-11-19,Bank Transfer,17726
17727,2380.52,2020-02-18,PayPal,17727
17728,2907.97,2020-10-24,Bank Transfer,17728
17729,1488.62,2022-02-01,Cash,17729
17730,611.0,2021-07-29,Bank Transfer,17730
17731,2870.99,2020-07-23,Bank Transfer,17731
17732,219.73,2022-11-14,Credit Card,17732
17733,2486.03,2020-11-09,PayPal,17733
17734,1759.28,2023-11-19,PayPal,17734
17735,2075.62,2020-03-20,Credit Card,17735
17736,2257.86,2020-02-22,PayPal,17736
17737,1820.13,2023-12-24,Cash,17737
17738,927.61,2021-07-21,Bank Transfer,17738
17739,507.14,2023-02-09,Bank Transfer,17739
17740,1515.82,2020-07-26,PayPal,17740
17741,1720.24,2020-01-09,Cash,17741
17742,2817.66,2023-08-25,Cash,17742
17743,681.87,2023-05-01,PayPal,17743
17744,1672.19,2021-10-15,PayPal,17744
17745,1760.8,2023-01-01,PayPal,17745
17746,2683.15,2022-05-12,Credit Card,17746
17747,2140.61,2020-07-02,Cash,17747
17748,410.08,2023-04-25,Bank Transfer,17748
17749,2052.02,2020-07-17,Bank Transfer,17749
17750,2968.59,2023-01-15,PayPal,17750
17751,1168.91,2023-03-10,Bank Transfer,17751
17752,1032.94,2023-02-23,PayPal,17752
17753,163.63,2022-06-13,Credit Card,17753
17754,2651.74,2020-01-13,Cash,17754
17755,1305.56,2021-02-05,Bank Transfer,17755
17756,1881.29,2022-01-07,Bank Transfer,17756
17757,1912.01,2023-11-04,Cash,17757
17758,1143.53,2022-11-16,Cash,17758
17759,2560.79,2023-09-12,Cash,17759
17760,1128.01,2021-04-09,PayPal,17760
17761,1306.39,2023-12-30,Cash,17761
17762,2040.11,2020-02-10,Cash,17762
17763,101.66,2020-11-27,Bank Transfer,17763
17764,1670.08,2022-08-31,Credit Card,17764
17765,1646.72,2021-11-23,PayPal,17765
17766,2735.58,2020-03-03,Bank Transfer,17766
17767,2984.29,2023-10-19,Bank Transfer,17767
17768,1149.07,2023-03-01,Cash,17768
17769,1782.42,2021-10-16,Cash,17769
17770,2709.0,2021-11-11,Cash,17770
17771,1511.89,2021-03-14,Credit Card,17771
17772,330.34,2023-01-06,PayPal,17772
17773,2262.73,2021-01-25,Bank Transfer,17773
17774,1191.14,2021-12-26,Bank Transfer,17774
17775,1782.25,2021-08-14,Cash,17775
17776,2622.27,2023-12-23,PayPal,17776
17777,2748.59,2021-11-22,Cash,17777
17778,1127.31,2023-09-14,PayPal,17778
17779,1289.26,2023-03-03,Cash,17779
17780,243.41,2020-03-31,Credit Card,17780
17781,2143.2,2020-10-11,Credit Card,17781
17782,2961.76,2021-11-26,Bank Transfer,17782
17783,301.71,2022-10-13,Cash,17783
17784,1827.77,2020-12-09,PayPal,17784
17785,2978.31,2022-08-21,PayPal,17785
17786,163.55,2020-02-14,Bank Transfer,17786
17787,295.73,2023-02-21,Credit Card,17787
17788,844.96,2021-02-01,Cash,17788
17789,1480.04,2021-10-25,Bank Transfer,17789
17790,1546.52,2021-10-12,PayPal,17790
17791,1399.33,2022-12-26,Credit Card,17791
17792,2262.56,2020-05-24,PayPal,17792
17793,1671.6,2021-04-20,PayPal,17793
17794,2101.07,2022-04-17,Credit Card,17794
17795,219.9,2022-05-13,PayPal,17795
17796,942.08,2023-09-22,Bank Transfer,17796
17797,1375.8,2023-03-19,Cash,17797
17798,1069.61,2023-10-28,PayPal,17798
17799,1087.75,2022-09-03,Cash,17799
17800,1379.14,2022-08-31,Credit Card,17800
17801,1425.07,2022-02-03,Credit Card,17801
17802,459.14,2021-05-05,Cash,17802
17803,1088.88,2021-04-17,Cash,17803
17804,1812.08,2023-09-21,Cash,17804
17805,2019.72,2021-02-23,PayPal,17805
17806,2794.49,2022-11-28,Cash,17806
17807,231.58,2021-06-14,Cash,17807
17808,640.68,2022-11-03,Credit Card,17808
17809,1895.07,2021-02-12,Credit Card,17809
17810,1190.75,2022-07-21,Bank Transfer,17810
17811,265.63,2023-09-17,Bank Transfer,17811
17812,2415.67,2021-07-27,PayPal,17812
17813,2686.07,2020-05-30,Credit Card,17813
17814,1563.75,2022-03-20,PayPal,17814
17815,2909.05,2023-10-13,PayPal,17815
17816,2953.1,2021-12-28,Cash,17816
17817,554.22,2020-03-06,Credit Card,17817
17818,2507.5,2021-01-15,Bank Transfer,17818
17819,2132.37,2022-10-05,Cash,17819
17820,846.04,2021-03-14,Cash,17820
17821,961.8,2020-12-16,Credit Card,17821
17822,2274.03,2023-02-26,Bank Transfer,17822
17823,867.1,2021-02-19,Bank Transfer,17823
17824,2100.63,2021-08-20,Credit Card,17824
17825,1288.31,2021-04-11,PayPal,17825
17826,238.17,2022-04-24,Cash,17826
17827,172.53,2021-10-20,PayPal,17827
17828,185.19,2023-03-28,PayPal,17828
17829,1867.75,2021-02-17,PayPal,17829
17830,1380.43,2021-12-05,Cash,17830
17831,354.97,2020-07-25,PayPal,17831
17832,619.69,2023-04-25,Cash,17832
17833,2210.08,2020-10-18,PayPal,17833
17834,981.26,2023-07-17,PayPal,17834
17835,1919.63,2022-03-20,PayPal,17835
17836,391.72,2023-03-18,Cash,17836
17837,598.0,2020-02-19,PayPal,17837
17838,1527.76,2022-03-10,Bank Transfer,17838
17839,1789.27,2020-04-12,Credit Card,17839
17840,2312.64,2021-06-02,PayPal,17840
17841,1031.5,2021-10-27,Bank Transfer,17841
17842,2592.21,2023-05-26,Credit Card,17842
17843,2497.59,2020-08-11,Bank Transfer,17843
17844,2718.03,2022-01-17,Cash,17844
17845,141.97,2021-04-04,Credit Card,17845
17846,296.58,2021-04-04,Bank Transfer,17846
17847,2148.13,2020-05-05,Bank Transfer,17847
17848,2894.56,2023-04-16,Bank Transfer,17848
17849,2428.04,2020-10-07,Cash,17849
17850,1081.09,2022-06-04,Cash,17850
17851,337.98,2021-11-06,Bank Transfer,17851
