contract_number,purchase_date,expiration_date,total_cost,customer_id
14405,2022-03-17,2022-06-15,1063.55,212
14406,2023-01-30,2023-03-01,1949.94,50
14407,2023-09-07,2023-10-07,2834.93,187
14408,2021-04-28,2021-05-28,1336.02,446
14409,2023-08-24,2023-09-23,2924.63,484
14410,2021-06-25,2021-09-23,1961.24,370
14411,2020-10-02,2020-11-01,2945.65,364
14412,2020-06-22,2020-09-20,1475.97,509
14413,2020-04-22,2020-07-21,2838.14,231
14414,2021-04-03,2021-05-03,101.26,416
14415,2020-10-07,2021-01-05,1341.45,306
14416,2021-11-10,2022-02-08,2565.24,419
14417,2022-01-14,2022-04-14,410.86,60
14418,2021-11-25,2022-02-23,464.24,70
14419,2020-01-31,2020-03-01,793.75,94
14420,2020-03-07,2021-03-07,279.89,229
14421,2022-07-21,2022-10-19,1017.53,340
14422,2021-11-29,2021-12-29,2757.06,116
14423,2020-12-16,2021-12-16,2067.71,330
14424,2020-09-05,2020-10-05,1639.8,291
14425,2020-12-17,2021-03-17,2865.73,36
14426,2020-11-13,2021-11-13,2423.67,69
14427,2022-11-09,2023-11-09,2355.68,441
14428,2023-08-01,2023-08-31,2658.2,170
14429,2022-10-31,2023-10-31,267.29,179
14430,2021-02-13,2022-02-13,304.58,295
14431,2022-11-03,2023-11-03,809.58,403
14432,2020-12-07,2021-12-07,1587.62,98
14433,2023-03-17,2023-06-15,121.5,130
14434,2021-10-04,2022-01-02,2200.87,347
14435,2023-07-12,2023-08-11,1239.13,429
14436,2022-10-28,2022-11-27,348.8,227
14437,2021-12-07,2022-12-07,528.7,13
14438,2023-05-10,2023-06-09,2411.32,462
14439,2020-07-31,2020-08-30,1530.21,105
14440,2020-04-10,2021-04-10,2617.18,33
14441,2022-11-24,2023-11-24,610.24,109
14442,2021-10-31,2021-11-30,2439.89,203
14443,2023-09-14,2024-09-13,2416.55,492
14444,2023-09-27,2024-09-26,811.09,357
14445,2020-07-17,2021-07-17,1157.96,213
14446,2021-12-21,2022-01-20,2850.89,124
14447,2021-06-13,2022-06-13,2392.06,91
14448,2022-09-04,2022-12-03,2044.79,39
14449,2020-02-13,2020-05-13,967.05,481
14450,2021-03-17,2021-06-15,1248.89,179
14451,2020-03-11,2020-06-09,2732.38,318
14452,2022-08-17,2022-09-16,593.15,257
14453,2023-04-12,2023-05-12,2549.17,501
14454,2022-04-14,2022-05-14,2334.72,292
14455,2023-11-08,2024-02-06,2874.21,225
14456,2021-03-05,2021-06-03,1389.63,412
14457,2022-12-10,2023-12-10,316.0,485
14458,2021-06-26,2021-09-24,495.65,86
14459,2020-05-07,2020-06-06,2155.02,325
14460,2023-12-06,2024-01-05,2566.52,91
14461,2023-08-14,2023-11-12,308.47,138
14462,2023-01-29,2023-02-28,2748.57,139
14463,2023-03-20,2023-06-18,766.35,162
14464,2021-05-10,2022-05-10,699.08,208
14465,2023-06-06,2023-09-04,1249.46,465
14466,2021-09-09,2022-09-09,713.99,31
14467,2022-07-21,2023-07-21,2693.77,137
14468,2022-07-15,2022-08-14,2435.92,504
14469,2021-09-16,2021-12-15,301.84,241
14470,2021-03-04,2022-03-04,733.61,12
14471,2023-02-01,2023-05-02,1492.4,241
14472,2020-02-11,2020-05-11,1787.43,230
14473,2022-09-01,2022-10-01,318.91,231
14474,2021-01-11,2021-04-11,2546.25,187
14475,2020-09-15,2021-09-15,2096.94,403
14476,2020-10-13,2021-01-11,2957.79,82
14477,2020-11-16,2021-02-14,1072.73,396
14478,2021-10-15,2022-01-13,2228.72,194
14479,2023-06-09,2024-06-08,1727.99,501
14480,2020-07-16,2021-07-16,1861.14,413
14481,2023-01-24,2023-04-24,398.31,85
14482,2022-03-18,2023-03-18,998.65,414
14483,2023-12-27,2024-03-26,199.08,135
14484,2021-11-28,2022-11-28,2218.58,205
14485,2021-07-17,2021-08-16,1807.51,53
14486,2021-08-23,2022-08-23,862.7,368
14487,2023-05-30,2024-05-29,2717.88,20
14488,2021-10-19,2022-01-17,2816.14,461
14489,2021-09-30,2021-10-30,1204.03,227
14490,2021-03-19,2021-04-18,372.76,458
14491,2022-04-28,2023-04-28,804.78,215
14492,2020-12-19,2021-12-19,556.42,90
14493,2021-12-15,2022-12-15,2365.62,395
14494,2023-11-03,2023-12-03,2932.21,51
14495,2021-04-23,2021-05-23,2228.77,183
14496,2022-11-04,2023-02-02,1462.81,125
14497,2023-06-21,2024-06-20,583.31,219
14498,2020-05-23,2021-05-23,878.72,51
14499,2023-06-07,2024-06-06,2896.85,458
14500,2023-04-22,2023-05-22,698.14,165
14501,2021-07-23,2021-10-21,1319.52,325
14502,2021-10-11,2022-10-11,2383.34,387
14503,2020-02-16,2021-02-15,1006.33,352
14504,2022-08-04,2022-11-02,2577.73,61
14505,2020-12-21,2021-01-20,848.43,142
14506,2020-07-24,2020-08-23,1071.53,7
14507,2021-01-04,2021-04-04,1056.7,362
14508,2020-11-20,2020-12-20,1957.17,312
14509,2021-09-12,2021-10-12,807.51,193
14510,2020-02-04,2020-03-05,1714.21,286
14511,2021-03-09,2022-03-09,2402.47,477
14512,2021-04-13,2021-05-13,2258.7,154
14513,2023-05-25,2024-05-24,1082.21,186
14514,2021-07-07,2021-10-05,424.81,372
14515,2020-06-30,2021-06-30,1160.77,175
14516,2023-11-21,2024-11-20,2435.5,179
14517,2020-07-21,2020-10-19,1376.71,23
14518,2023-08-16,2023-09-15,2026.69,282
14519,2023-12-12,2024-01-11,2834.5,488
14520,2021-10-05,2021-11-04,1837.07,470
14521,2020-07-04,2020-10-02,712.83,86
14522,2023-06-23,2024-06-22,2951.99,362
14523,2021-04-03,2021-05-03,922.95,409
14524,2023-09-20,2023-12-19,1097.64,293
14525,2022-07-02,2022-08-01,1031.23,140
14526,2022-12-24,2023-01-23,979.58,209
14527,2022-01-05,2022-04-05,726.28,95
14528,2020-06-10,2020-09-08,1840.82,181
14529,2021-10-23,2021-11-22,126.27,460
14530,2021-08-05,2022-08-05,1924.24,191
14531,2020-07-03,2020-10-01,1677.13,424
14532,2022-12-02,2023-12-02,2957.19,162
14533,2020-11-08,2020-12-08,173.9,238
14534,2020-10-17,2020-11-16,2748.6,253
14535,2023-12-16,2024-03-15,560.38,296
14536,2022-02-04,2022-03-06,2135.65,329
14537,2020-11-02,2021-11-02,1181.71,375
14538,2022-03-15,2023-03-15,1068.47,275
14539,2020-08-07,2021-08-07,979.6,230
14540,2023-11-09,2024-02-07,187.62,485
14541,2021-11-09,2021-12-09,2729.91,127
14542,2021-11-25,2021-12-25,2853.96,266
14543,2022-11-05,2023-11-05,1788.37,365
14544,2020-02-11,2020-05-11,1949.01,29
14545,2022-04-05,2022-05-05,1025.22,376
14546,2021-09-18,2022-09-18,2142.06,4
14547,2021-12-18,2022-03-18,1170.82,49
14548,2023-07-07,2023-10-05,218.55,234
14549,2022-03-28,2022-04-27,1848.2,284
14550,2022-10-16,2022-11-15,643.02,131
14551,2021-03-11,2021-04-10,2551.51,247
14552,2022-07-04,2022-08-03,1617.63,4
14553,2022-08-15,2022-11-13,1356.29,186
14554,2021-04-26,2021-05-26,1956.52,278
14555,2023-01-09,2023-04-09,1133.77,295
14556,2022-12-23,2023-12-23,2068.45,54
14557,2021-11-08,2021-12-08,2796.17,494
14558,2022-08-13,2023-08-13,132.2,284
14559,2020-09-03,2020-10-03,2675.42,235
14560,2021-10-30,2022-10-30,1196.53,141
14561,2023-12-08,2024-01-07,287.45,57
14562,2022-05-05,2022-06-04,1923.92,387
14563,2022-12-31,2023-03-31,2257.43,18
14564,2020-06-19,2020-09-17,532.43,239
14565,2023-11-29,2023-12-29,1006.22,487
14566,2023-02-12,2023-05-13,2635.19,497
14567,2023-08-01,2023-10-30,1672.41,413
14568,2020-12-31,2021-12-31,149.65,424
14569,2022-02-17,2022-05-18,1050.5,8
14570,2020-01-07,2020-02-06,100.25,335
14571,2022-03-02,2022-04-01,2546.48,11
14572,2023-03-08,2024-03-07,1435.89,263
14573,2020-05-18,2020-08-16,833.45,496
14574,2022-07-07,2022-08-06,554.23,473
14575,2020-12-20,2021-01-19,1909.46,463
14576,2021-10-04,2022-01-02,1532.09,388
14577,2020-08-20,2021-08-20,205.02,68
14578,2020-10-28,2021-01-26,2919.81,99
14579,2022-03-24,2023-03-24,2638.33,198
14580,2020-03-26,2020-04-25,618.44,510
14581,2023-08-19,2023-09-18,973.62,142
14582,2022-08-02,2022-10-31,1405.81,328
14583,2021-03-01,2021-05-30,1585.96,163
14584,2022-05-09,2022-06-08,994.73,387
14585,2023-11-12,2024-11-11,1555.0,289
14586,2023-08-31,2023-09-30,276.79,317
14587,2021-01-15,2022-01-15,222.71,71
14588,2022-09-04,2023-09-04,1914.62,239
14589,2021-09-14,2021-12-13,882.61,271
14590,2023-04-06,2024-04-05,1952.52,48
14591,2023-07-23,2023-10-21,2239.93,253
14592,2023-11-01,2023-12-01,1855.39,249
14593,2023-03-23,2024-03-22,973.12,19
14594,2022-01-22,2022-02-21,247.45,127
14595,2022-05-21,2022-06-20,2104.22,346
14596,2023-03-09,2024-03-08,267.81,329
14597,2021-05-24,2022-05-24,729.15,430
14598,2023-07-28,2024-07-27,2861.32,163
14599,2022-10-25,2023-10-25,2540.38,46
14600,2020-10-14,2020-11-13,2759.31,478
14601,2022-02-27,2022-03-29,1809.66,336
14602,2023-01-09,2023-04-09,2257.29,325
14603,2020-10-08,2021-10-08,1082.1,319
14604,2022-03-05,2022-06-03,1409.43,144
14605,2022-07-22,2022-08-21,2717.69,346
14606,2023-06-12,2023-09-10,2089.28,11
14607,2022-09-26,2022-12-25,912.73,196
14608,2022-09-06,2023-09-06,894.59,430
14609,2020-05-20,2020-06-19,1807.17,53
14610,2023-07-03,2023-08-02,2440.49,420
14611,2023-03-23,2023-06-21,1789.93,455
14612,2020-05-14,2021-05-14,1348.05,167
14613,2020-03-02,2020-04-01,2706.38,185
14614,2020-06-18,2021-06-18,869.48,301
14615,2023-05-10,2023-06-09,1231.38,176
14616,2022-06-22,2023-06-22,2415.91,73
14617,2020-05-12,2021-05-12,1424.07,292
14618,2021-10-28,2021-11-27,2693.34,318
14619,2023-11-23,2024-11-22,588.53,260
14620,2021-01-11,2021-02-10,2108.02,389
14621,2022-02-04,2022-05-05,1407.08,392
14622,2022-04-14,2022-07-13,2838.25,386
14623,2020-07-25,2020-10-23,1552.05,27
14624,2022-04-30,2022-05-30,2014.42,414
14625,2023-09-07,2023-12-06,1385.98,197
14626,2022-01-31,2023-01-31,2601.07,384
14627,2023-01-23,2023-04-23,2155.16,111
14628,2021-03-27,2022-03-27,673.45,280
14629,2020-04-20,2020-05-20,2926.19,161
14630,2022-10-19,2023-10-19,398.65,196
14631,2021-08-24,2021-11-22,330.29,45
14632,2021-02-13,2021-05-14,154.69,157
14633,2020-10-06,2021-10-06,2966.58,145
14634,2021-10-09,2022-01-07,661.9,422
14635,2020-02-12,2020-05-12,1864.21,392
14636,2022-03-13,2022-04-12,1422.28,3
14637,2020-06-07,2020-09-05,1180.94,355
14638,2020-11-09,2021-11-09,2206.37,173
14639,2022-05-02,2023-05-02,2099.2,27
14640,2023-05-19,2024-05-18,1250.96,335
14641,2020-02-10,2020-03-11,561.08,496
14642,2022-03-12,2022-06-10,1881.57,17
14643,2021-07-24,2021-08-23,1884.09,473
14644,2020-09-21,2020-10-21,668.46,452
14645,2023-11-19,2024-11-18,509.47,462
14646,2021-02-05,2022-02-05,2989.79,379
14647,2021-05-26,2022-05-26,1936.3,189
14648,2020-08-01,2021-08-01,1064.05,156
14649,2021-11-05,2021-12-05,2910.39,361
14650,2022-10-02,2023-10-02,2019.58,274
14651,2020-12-28,2021-12-28,215.06,13
14652,2021-03-30,2021-04-29,1782.68,460
14653,2022-08-13,2023-08-13,2497.83,142
14654,2021-09-23,2022-09-23,1149.57,123
14655,2022-06-12,2023-06-12,131.8,334
14656,2022-10-04,2023-01-02,1713.25,173
14657,2021-02-23,2021-03-25,1965.35,96
14658,2022-11-30,2023-02-28,2082.34,98
14659,2022-02-21,2022-05-22,1220.83,484
14660,2022-09-20,2022-10-20,640.35,175
14661,2021-11-07,2021-12-07,433.97,89
14662,2021-10-06,2022-10-06,591.5,68
14663,2023-09-05,2023-12-04,2104.14,52
14664,2021-12-25,2022-01-24,1677.1,355
14665,2022-10-12,2022-11-11,1873.84,276
14666,2022-12-16,2023-01-15,363.5,310
14667,2022-05-26,2023-05-26,2348.01,390
14668,2020-09-13,2020-10-13,1298.08,72
14669,2022-02-15,2022-03-17,2945.93,428
14670,2023-05-03,2024-05-02,281.91,97
14671,2020-07-19,2021-07-19,1007.97,295
14672,2021-06-28,2021-09-26,2492.03,474
14673,2022-08-11,2023-08-11,439.09,303
14674,2021-05-23,2022-05-23,282.12,135
14675,2021-07-13,2022-07-13,781.54,268
14676,2022-12-30,2023-03-30,1014.16,36
14677,2020-09-17,2021-09-17,961.75,129
14678,2020-03-01,2021-03-01,2914.93,355
14679,2022-08-05,2022-11-03,1240.58,28
14680,2020-06-28,2021-06-28,2543.64,53
14681,2022-12-02,2023-03-02,847.88,298
14682,2023-03-12,2023-04-11,1953.48,287
14683,2022-08-30,2023-08-30,507.03,345
14684,2023-05-30,2023-08-28,1798.01,118
14685,2023-12-15,2024-01-14,2416.56,380
14686,2020-06-25,2021-06-25,1830.13,315
14687,2021-07-18,2021-08-17,1625.88,381
14688,2023-03-07,2023-04-06,2732.08,103
14689,2020-04-28,2020-05-28,2511.54,88
14690,2021-07-16,2021-10-14,2601.7,379
14691,2022-09-07,2022-10-07,2183.76,149
14692,2020-09-29,2020-12-28,456.79,7
14693,2023-08-29,2023-09-28,543.1,365
14694,2021-01-06,2021-02-05,845.26,153
14695,2023-01-16,2023-04-16,1842.5,373
14696,2021-04-22,2021-07-21,555.7,253
14697,2020-09-23,2020-12-22,817.09,66
14698,2022-10-16,2022-11-15,1599.73,6
14699,2020-01-19,2020-02-18,1666.55,494
14700,2021-04-23,2021-05-23,2940.89,305
14701,2021-07-02,2021-09-30,2309.02,133
14702,2020-08-24,2021-08-24,132.9,4
14703,2022-03-31,2022-06-29,292.9,285
14704,2023-10-26,2023-11-25,741.9,482
14705,2023-02-15,2024-02-15,505.88,100
14706,2023-02-18,2024-02-18,2496.98,272
14707,2021-02-08,2022-02-08,1731.0,118
14708,2022-12-29,2023-12-29,2710.8,171
14709,2023-07-26,2024-07-25,1344.8,435
14710,2021-03-10,2022-03-10,1213.25,169
14711,2020-01-21,2021-01-20,204.6,310
14712,2022-02-27,2023-02-27,1552.32,230
14713,2022-11-11,2023-02-09,923.79,482
14714,2020-10-14,2020-11-13,2856.84,426
14715,2021-07-22,2021-08-21,1145.42,114
14716,2023-02-17,2024-02-17,786.15,15
14717,2020-08-14,2020-11-12,1269.81,46
14718,2020-06-26,2020-07-26,648.14,250
14719,2020-08-16,2021-08-16,1555.37,141
14720,2020-10-25,2020-11-24,620.33,439
14721,2022-12-22,2023-01-21,996.5,338
14722,2023-01-14,2024-01-14,394.3,408
14723,2023-07-21,2023-10-19,1390.98,92
14724,2022-07-14,2023-07-14,2456.32,219
14725,2022-08-16,2022-09-15,1801.94,203
14726,2020-12-30,2021-12-30,1591.01,75
14727,2022-09-29,2022-10-29,1117.86,476
14728,2020-04-20,2020-05-20,2132.5,238
14729,2020-03-02,2020-05-31,2865.36,354
14730,2022-01-03,2022-04-03,2690.14,472
14731,2020-08-22,2021-08-22,501.47,421
14732,2023-06-04,2024-06-03,174.7,161
14733,2021-12-16,2022-03-16,2776.23,107
14734,2023-06-08,2023-07-08,2609.77,261
14735,2022-06-26,2023-06-26,917.29,98
14736,2021-01-19,2021-04-19,754.48,56
14737,2021-11-16,2022-02-14,909.71,506
14738,2021-07-16,2021-08-15,2705.04,54
14739,2021-02-13,2021-03-15,747.36,272
14740,2022-02-07,2022-05-08,1630.81,271
14741,2023-10-28,2023-11-27,1031.35,389
14742,2021-05-21,2022-05-21,188.05,156
14743,2020-07-18,2020-08-17,2595.44,243
14744,2020-09-20,2021-09-20,2521.89,414
14745,2020-05-18,2021-05-18,760.37,45
14746,2022-01-22,2022-02-21,1603.13,224
14747,2022-12-28,2023-01-27,1672.7,337
14748,2020-11-11,2021-02-09,1823.93,289
14749,2023-01-01,2024-01-01,1736.65,187
14750,2023-03-31,2023-06-29,2773.45,380
14751,2021-10-20,2022-01-18,921.87,146
14752,2023-08-20,2023-11-18,1408.07,357
14753,2023-04-09,2024-04-08,304.89,344
14754,2023-01-02,2023-04-02,2514.61,331
14755,2020-11-23,2020-12-23,847.84,409
14756,2020-06-13,2020-07-13,2630.32,136
14757,2020-07-05,2020-10-03,2753.35,375
14758,2020-06-17,2020-09-15,2393.19,310
14759,2023-09-28,2023-12-27,2395.92,325
14760,2021-11-11,2022-02-09,2823.85,320
14761,2020-07-08,2020-08-07,1284.76,363
14762,2023-09-16,2023-12-15,2998.08,168
14763,2020-09-01,2021-09-01,1337.48,81
14764,2020-02-24,2020-05-24,1665.9,15
14765,2021-12-03,2022-03-03,821.63,165
14766,2021-03-20,2022-03-20,2614.02,451
14767,2020-09-28,2020-10-28,1047.93,213
14768,2020-08-17,2020-11-15,2234.52,101
14769,2020-09-26,2020-12-25,972.52,51
14770,2022-07-07,2022-08-06,2429.96,281
14771,2021-06-29,2022-06-29,209.82,112
14772,2020-02-08,2020-05-08,1564.4,89
14773,2021-12-29,2022-01-28,2415.73,176
14774,2022-03-03,2022-04-02,892.18,3
14775,2020-09-21,2020-12-20,2975.96,115
14776,2021-02-04,2021-03-06,166.09,2
14777,2022-07-04,2022-10-02,2818.38,324
14778,2020-07-27,2021-07-27,961.01,63
14779,2023-09-05,2024-09-04,1920.72,205
14780,2023-09-02,2024-09-01,431.4,111
14781,2021-04-22,2021-07-21,1151.21,145
14782,2020-10-24,2021-10-24,1143.73,471
14783,2022-07-15,2023-07-15,1159.46,500
14784,2021-06-04,2021-07-04,2849.5,350
14785,2020-09-15,2021-09-15,2336.93,396
14786,2021-09-10,2021-10-10,401.65,30
14787,2020-02-20,2020-05-20,1805.54,431
14788,2023-08-15,2024-08-14,1614.0,277
14789,2023-07-05,2023-08-04,893.37,120
14790,2023-04-15,2024-04-14,1238.57,54
14791,2022-09-19,2023-09-19,2089.1,207
14792,2020-12-17,2021-01-16,1641.95,87
14793,2022-07-02,2023-07-02,363.42,46
14794,2022-06-05,2022-07-05,712.18,106
14795,2023-03-30,2024-03-29,119.15,348
14796,2020-09-10,2020-12-09,148.1,258
14797,2020-05-12,2020-06-11,814.78,88
14798,2021-04-11,2021-07-10,647.45,212
14799,2020-09-16,2020-10-16,142.35,165
14800,2022-04-02,2022-07-01,550.48,39
14801,2020-10-23,2020-11-22,1214.34,66
14802,2022-11-12,2022-12-12,2871.09,484
14803,2020-08-30,2020-09-29,2492.22,345
14804,2021-01-29,2021-04-29,523.78,218
14805,2023-09-04,2024-09-03,997.76,378
14806,2023-06-19,2023-09-17,2080.06,469
14807,2020-05-09,2020-06-08,1868.17,4
14808,2020-06-05,2020-09-03,2227.94,10
14809,2022-01-17,2022-02-16,1180.39,178
14810,2020-11-09,2021-11-09,2784.91,33
14811,2020-06-01,2020-08-30,1804.34,469
14812,2021-12-07,2022-03-07,938.04,487
14813,2020-06-03,2020-09-01,2518.24,214
14814,2021-07-05,2021-10-03,1660.98,435
14815,2021-06-23,2021-09-21,1314.0,505
14816,2023-04-24,2023-07-23,2211.5,462
14817,2021-06-18,2022-06-18,1694.21,135
14818,2021-07-04,2022-07-04,2016.31,179
14819,2022-09-14,2022-10-14,972.86,235
14820,2023-03-27,2023-04-26,2062.79,154
14821,2022-05-24,2023-05-24,2696.39,391
14822,2022-12-30,2023-03-30,221.45,367
14823,2020-02-13,2020-05-13,1060.21,116
14824,2023-10-18,2024-01-16,1748.01,48
14825,2022-05-09,2022-06-08,2396.39,453
14826,2020-01-04,2020-04-03,360.42,372
14827,2020-11-17,2021-02-15,983.43,23
14828,2023-09-01,2023-10-01,825.67,139
14829,2022-06-18,2023-06-18,2613.94,421
14830,2023-04-17,2023-07-16,2822.13,213
14831,2021-10-20,2022-01-18,2581.44,95
14832,2021-07-03,2021-10-01,177.61,382
14833,2020-07-12,2020-08-11,2051.49,283
14834,2023-09-09,2023-12-08,576.57,385
14835,2020-08-02,2021-08-02,2933.67,460
14836,2023-05-30,2023-06-29,2936.55,178
14837,2020-10-07,2020-11-06,2016.26,475
14838,2023-05-21,2023-06-20,986.94,293
14839,2021-08-17,2022-08-17,1849.74,373
14840,2020-10-13,2021-01-11,2139.35,66
14841,2020-12-27,2021-03-27,2172.51,155
14842,2020-11-12,2021-02-10,638.54,420
14843,2023-01-13,2023-02-12,1198.05,189
14844,2021-04-07,2022-04-07,374.55,138
14845,2020-02-06,2020-05-06,2003.33,421
14846,2021-02-23,2021-03-25,1672.64,247
14847,2020-09-10,2020-10-10,1415.17,137
14848,2020-05-17,2021-05-17,497.49,21
14849,2022-01-16,2022-02-15,2620.8,187
14850,2022-08-01,2022-08-31,567.48,22
14851,2021-09-12,2021-12-11,276.87,295
14852,2023-04-06,2023-05-06,1249.98,463
14853,2021-12-07,2022-01-06,491.09,44
14854,2020-12-24,2021-12-24,1645.52,179
14855,2023-04-10,2023-07-09,1827.06,269
14856,2021-09-09,2022-09-09,2597.57,200
14857,2021-10-14,2021-11-13,2733.64,91
14858,2023-03-05,2023-06-03,2437.07,410
14859,2020-08-17,2020-09-16,1144.82,370
14860,2023-06-16,2023-07-16,1772.02,494
14861,2021-07-18,2021-10-16,615.37,339
14862,2020-10-28,2021-01-26,1625.69,148
14863,2020-10-05,2021-10-05,2355.44,57
14864,2021-04-01,2021-05-01,201.78,234
14865,2023-08-22,2023-11-20,141.64,213
14866,2020-11-18,2020-12-18,2044.28,495
14867,2022-02-01,2022-03-03,2582.35,88
14868,2023-02-23,2023-05-24,141.8,223
14869,2022-09-21,2022-10-21,1278.25,242
14870,2023-10-14,2024-01-12,2178.97,462
14871,2020-10-29,2021-01-27,553.28,94
14872,2020-01-08,2020-02-07,1799.7,342
14873,2020-05-19,2021-05-19,395.49,85
14874,2022-12-10,2023-01-09,1170.16,98
14875,2023-03-06,2023-06-04,579.48,486
14876,2022-04-22,2022-05-22,2123.03,171
14877,2023-12-21,2024-01-20,2337.85,82
14878,2021-06-03,2021-09-01,2072.86,204
14879,2020-02-20,2020-03-21,2426.51,61
14880,2023-01-07,2023-04-07,747.75,321
14881,2023-02-12,2023-05-13,1989.1,363
14882,2021-09-28,2022-09-28,1612.87,291
14883,2020-09-11,2021-09-11,950.14,253
14884,2023-06-17,2024-06-16,1531.22,110
14885,2020-12-08,2021-01-07,590.27,154
14886,2020-04-22,2020-05-22,1068.96,141
14887,2022-11-30,2022-12-30,2944.25,105
14888,2023-03-19,2023-06-17,168.42,399
14889,2020-06-24,2021-06-24,2275.67,334
14890,2020-01-14,2020-02-13,1087.74,332
14891,2023-02-21,2023-05-22,1147.1,216
14892,2022-05-30,2022-06-29,2047.37,182
14893,2023-07-26,2023-08-25,2208.01,66
14894,2020-04-23,2021-04-23,1955.27,48
14895,2023-11-25,2023-12-25,159.01,63
14896,2021-09-02,2022-09-02,1391.06,187
14897,2023-03-17,2024-03-16,1569.39,132
14898,2022-02-09,2022-05-10,2910.87,303
14899,2020-01-31,2020-03-01,2269.16,187
14900,2022-03-14,2023-03-14,375.05,37
14901,2023-02-21,2024-02-21,2230.08,77
14902,2021-08-07,2021-11-05,1802.08,275
14903,2023-06-28,2024-06-27,1834.07,157
14904,2021-12-17,2022-12-17,704.67,266
14905,2023-12-27,2024-01-26,2007.68,292
14906,2023-11-13,2024-02-11,903.81,382
14907,2021-07-08,2021-10-06,973.95,431
14908,2023-03-17,2023-04-16,1153.5,39
14909,2022-02-19,2022-03-21,1216.83,41
14910,2020-11-05,2020-12-05,830.04,193
14911,2020-01-11,2020-04-10,1193.99,364
14912,2023-01-08,2023-04-08,211.68,353
14913,2021-05-24,2021-08-22,1796.04,184
14914,2021-02-22,2021-05-23,1975.24,13
14915,2023-01-09,2024-01-09,271.56,55
14916,2023-10-27,2024-01-25,644.83,194
14917,2022-03-15,2023-03-15,2001.67,484
14918,2021-05-14,2021-08-12,2560.04,286
14919,2021-04-16,2021-07-15,421.37,230
14920,2021-07-19,2022-07-19,2021.65,494
14921,2021-09-29,2021-10-29,2569.64,298
14922,2022-04-25,2022-07-24,467.94,270
14923,2023-05-04,2023-08-02,2171.07,250
14924,2021-08-25,2021-09-24,907.53,261
14925,2023-04-13,2023-05-13,2865.52,393
14926,2021-10-22,2021-11-21,1782.61,400
14927,2021-01-26,2021-04-26,2173.88,153
14928,2020-10-06,2021-10-06,2872.32,349
14929,2020-12-24,2021-12-24,168.91,403
14930,2020-04-13,2020-07-12,2055.64,472
14931,2022-02-13,2022-05-14,1132.89,192
14932,2023-05-21,2024-05-20,2364.01,432
14933,2022-07-21,2023-07-21,2870.84,286
14934,2021-04-26,2021-05-26,1448.17,498
14935,2023-02-21,2023-03-23,1092.26,103
14936,2020-04-22,2020-07-21,1358.64,440
14937,2023-12-30,2024-12-29,1093.03,475
14938,2020-04-09,2021-04-09,753.88,43
14939,2022-06-19,2023-06-19,1143.74,185
14940,2023-07-09,2024-07-08,1851.91,461
14941,2023-10-26,2023-11-25,1950.77,251
14942,2022-10-19,2023-01-17,587.1,491
14943,2023-02-09,2023-05-10,2610.44,422
14944,2022-11-09,2023-11-09,1605.86,346
14945,2020-12-03,2021-12-03,1278.12,165
14946,2022-08-20,2022-09-19,2710.32,56
14947,2020-08-22,2020-11-20,2932.58,473
14948,2022-11-11,2023-02-09,1024.34,225
14949,2021-09-12,2022-09-12,2146.59,485
14950,2023-06-20,2023-07-20,492.14,158
14951,2021-07-02,2022-07-02,2204.49,326
14952,2020-09-27,2021-09-27,2478.26,462
14953,2020-12-03,2021-12-03,2050.26,384
14954,2022-12-04,2023-01-03,270.91,166
14955,2020-11-18,2020-12-18,2700.39,23
14956,2023-09-02,2024-09-01,1359.0,175
14957,2021-07-31,2021-08-30,123.91,360
14958,2022-03-05,2022-06-03,1458.22,163
14959,2021-01-09,2021-04-09,2631.09,200
14960,2021-11-27,2022-11-27,1962.65,492
14961,2021-03-08,2021-06-06,227.25,490
14962,2023-10-23,2024-01-21,2390.16,102
14963,2022-11-25,2022-12-25,2206.89,180
14964,2022-10-18,2023-01-16,1057.21,381
14965,2022-10-09,2023-10-09,1524.18,306
14966,2023-08-27,2024-08-26,1126.73,365
14967,2023-01-09,2023-04-09,2736.67,44
14968,2021-02-08,2021-03-10,2865.26,34
14969,2020-12-06,2021-01-05,1636.48,417
14970,2022-06-29,2023-06-29,1036.41,472
14971,2020-08-05,2020-11-03,1747.24,180
14972,2022-01-02,2022-04-02,1953.35,510
14973,2022-04-17,2022-05-17,2663.47,316
14974,2022-06-01,2022-08-30,2384.87,430
14975,2021-02-13,2021-03-15,762.08,406
14976,2023-03-23,2023-04-22,1045.91,165
14977,2023-01-20,2024-01-20,1358.33,111
14978,2023-09-11,2023-10-11,2145.86,77
14979,2023-05-27,2023-06-26,483.33,131
14980,2020-02-03,2020-05-03,2129.41,115
14981,2023-05-01,2023-07-30,1621.2,504
14982,2021-06-14,2021-07-14,1830.66,213
14983,2021-10-25,2022-01-23,2802.36,29
14984,2021-12-12,2022-03-12,2349.47,255
14985,2022-09-25,2023-09-25,1850.97,261
14986,2023-05-22,2023-06-21,2950.94,312
14987,2023-09-04,2023-10-04,963.2,42
14988,2022-05-14,2022-06-13,2798.34,309
14989,2022-01-17,2022-04-17,1737.76,219
14990,2021-10-31,2021-11-30,647.75,391
14991,2021-12-27,2022-12-27,2372.03,385
14992,2021-06-29,2021-07-29,1676.3,440
14993,2021-03-13,2021-04-12,1938.81,121
14994,2020-10-11,2021-10-11,437.85,219
